sku,product_name,category,description,material,thickness,size,capacity,unit,color,retail_price,b2b_price,moq,is_test_data
GST-A-CSG-23x39-BLK,Gusset Alumunium Centre Seal 1000gr,Gusset,"Kemasan Gusset Alumunium Centre Seal 1000gr kualitas premium dari kategori Gusset. Dibuat dengan pet 12 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 120,145 micron,2(130+90+10)mm x 390mm,1000.0,gr,Hitam Glossy,3.2,2500.0,,False
GST-A-CSG-23x39-WHT,Gusset Alumunium Centre Seal 1000gr,Gusset,"Kemasan Gusset Alumunium Centre Seal 1000gr kualitas premium dari kategori Gusset. Dibuat dengan pet 12 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 120,145 micron,2(130+90+10)mm x 390mm,1000.0,gr,Putih Doff,3.2,2500.0,,False
GST-A-CSG-23x39-GLD,Gusset Alumunium Centre Seal 1000gr,Gusset,"Kemasan Gusset Alumunium Centre Seal 1000gr kualitas premium dari kategori Gusset. Dibuat dengan pet 12 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 120,145 micron,2(130+90+10)mm x 390mm,1000.0,gr,Gold Doff,3.2,2500.0,,False
GST-M-CSG-17x28.5-SLV,Gusset Metalized Centre Seal 330gr,Gusset,"Kemasan Gusset Metalized Centre Seal 330gr kualitas premium dari kategori Gusset. Dibuat dengan pet 12 / vmcpp 35 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / vmcpp 35,50 micron,2(90+70+10)MM x 285MM,330.0,gr,Silver,600.0,500.0,,False
GST-A-QUA-25x39-SLV,Gusset Alumunium Quad Seal 1000gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 1000gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 120,155 micron,2(150+100)mm X 390mm,1000.0,gr,Silver,3.2,2500.0,,False
GST-A-QUA-25x39-BLK,Gusset Alumunium Quad Seal 1000gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 1000gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 120,155 micron,2(150+100)mm X 390mm,1000.0,gr,Hitam,3.2,2500.0,,False
GST-A-QUA-25x39-WHT,Gusset Alumunium Quad Seal 1000gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 1000gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 120,155 micron,2(150+100)mm X 390mm,1000.0,gr,Putih,3.2,2500.0,,False
GST-A-QUA-22x30-GLD,Gusset Alumunium Quad Seal 1000gr (Takaran Serbuk),Gusset,"Kemasan Gusset Alumunium Quad Seal 1000gr (Takaran Serbuk) kualitas premium dari kategori Gusset. Dibuat dengan opp 20 / alu 7 / lldpe 90 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp 20 / alu 7 / lldpe 90,120 micron,2(160+60)mm x 300mm,1000.0,gr,Gold,2.3,1650.0,,False
GST-A-QUA-22x30-SLV,Gusset Alumunium Quad Seal 1000gr (Takaran Serbuk),Gusset,"Kemasan Gusset Alumunium Quad Seal 1000gr (Takaran Serbuk) kualitas premium dari kategori Gusset. Dibuat dengan opp 20 / alu 7 / lldpe 90 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp 20 / alu 7 / lldpe 90,120 micron,2(160+60)mm x 300mm,1000.0,gr,Silver,2.3,1650.0,,False
GST-A-QUA-11.5x38-BLK,Gusset Alumunium Quad Seal 100gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 100gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 70,105 micron,2(80+35)mm X 220mm,100.0,gr,Hitam,1.35,900.0,,False
GST-A-QUA-11.5x38-WHT,Gusset Alumunium Quad Seal 100gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 100gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 70,105 micron,2(80+35)mm X 220mm,100.0,gr,Putih,1.35,900.0,,False
GST-A-QUA-15x30-BLK,Gusset Alumunium Quad Seal 250gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 250gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 90 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 90,125 micron,2(90+60)mm X 300mm,250.0,gr,Hitam,1.8,1100.0,,False
GST-A-QUA-15x30-WHT,Gusset Alumunium Quad Seal 250gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 250gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 90 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 90,125 micron,2(90+60)mm X 300mm,250.0,gr,Putih,1.8,1100.0,,False
GST-A-QUA-39.5x60-SLV,Gusset Alumunium Quad Seal 5000gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 5000gr  kualitas premium dari kategori Gusset. Dibuat dengan opp 20 / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp 20 / alu 7 / lldpe 120,150 micron,2(240+145)mm x 600mm,5000.0,gr,Silver,9.8,8000.0,,False
GST-A-QUA-19x34-BLK,Gusset Alumunium Quad Seal 500gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 500gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 100 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 100,135 micron,2(110+80)mm X 340mm,500.0,gr,Hitam,2.8,1800.0,,False
GST-A-QUA-19x34-WHT,Gusset Alumunium Quad Seal 500gr ,Gusset,"Kemasan Gusset Alumunium Quad Seal 500gr  kualitas premium dari kategori Gusset. Dibuat dengan opp doff 20 / alu 7 / lldpe 100 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / alu 7 / lldpe 100,135 micron,2(110+80)mm X 340mm,500.0,gr,Putih,2.8,1800.0,,False
GST-A-ECO-25x39-BRN,Gusset Eco Alumunium 1000gr,Gusset,"Kemasan Gusset Eco Alumunium 1000gr kualitas premium dari kategori Gusset. Dibuat dengan Litho 40  / alu 7 / lldpe 120 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",Litho 40  / alu 7 / lldpe 120,155 micron,2(150+100)mm X 390mm,1000.0,gr,Coklat,3.2,2500.0,,False
GST-A-ECO-11.5x22-BRN,Gusset Eco Alumunium 100gr,Gusset,"Kemasan Gusset Eco Alumunium 100gr kualitas premium dari kategori Gusset. Dibuat dengan Litho 40 / alu 7 / lldpe 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",Litho 40 / alu 7 / lldpe 70,105 micron,2(80+35)mm X 220mm,100.0,gr,Coklat,1.35,900.0,,False
GST-A-ECO-15x30-BRN,Gusset Eco Alumunium 250gr,Gusset,"Kemasan Gusset Eco Alumunium 250gr kualitas premium dari kategori Gusset. Dibuat dengan Litho 40 / alu 7 / lldpe 90 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",Litho 40 / alu 7 / lldpe 90,125 micron,2(90+60)mm X 300mm,250.0,gr,Coklat,1.8,1100.0,,False
SCT-A-BBK-20x30-SLV,Sachet 1000gr,Sachet,"Kemasan Sachet 1000gr kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / lldpe 60 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 60,85 micron,200mm x 300mm,1000.0,gr,Silver,1.1,950.0,,False
SCT-A-BBK-8x9-SLV,Sachet 15gr,Sachet,"Kemasan Sachet 15gr kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / lldpe 50 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 50,75 micron,80mm x 90mm,15.0,gr,Silver,165.0,154.0,,False
SCT-A-BBK-8x12-SLV,Sachet 25gr,Sachet,"Kemasan Sachet 25gr kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / lldpe 50 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 50,75 micron,80mm x 120mm,25.0,gr,Silver,220.0,179.0,,False
SCT-A-BBK-12x12-SLV,Sachet 35gr,Sachet,"Kemasan Sachet 35gr kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / lldpe 50 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 50,75 micron,120mm x 120mm,35.0,gr,Silver,340.0,278.0,,False
SCT-A-BBK-12x16-SLV,Sachet 50gr,Sachet,"Kemasan Sachet 50gr kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / lldpe 50 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / lldpe 50,75 micron,120mm x 160mm,50.0,gr,Silver,425.0,314.0,,False
SCT-M-DRP-10x12.5-BLK,Sachet Drip ,Sachet,"Kemasan Sachet Drip  kualitas premium dari kategori Sachet. Dibuat dengan opp doff 20 / vmpet 12 / lldpe 95 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / vmpet 12 / lldpe 95,130 micron,100mm x 125mm,,,Black ,585.0,400.0,,False
SCT-M-DRP-10x12.5-WHT,Sachet Drip ,Sachet,"Kemasan Sachet Drip  kualitas premium dari kategori Sachet. Dibuat dengan opp doff 20 / vmpet 12 / lldpe 95 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",opp doff 20 / vmpet 12 / lldpe 95,130 micron,100mm x 125mm,,,White,585.0,400.0,,False
RET-R-SCT-8x9-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,80mm x 90mm,,,Silver,485.0,330.0,,False
RET-R-SCT-25x50-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,250mm x 500mm,,,Silver,8.435,5722.0,,False
RET-R-SCT-25x34-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,250mm x 340mm,,,Silver,4.19,2843.0,,False
RET-R-SCT-17x25-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,170mm x 250mm,,,Silver,2.945,1996.0,,False
RET-R-SCT-16x23-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,160mm x 230mm,,,Silver,1.89,1281.0,,False
RET-R-SCT-15x40-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,150mm x 400mm,,,Silver,3.44,2337.0,,False
RET-R-SCT-15x30-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,150mm x 300mm,,,Silver,2.61,1771.0,,False
RET-R-SCT-15x20-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,150mm x 200mm,,,Silver,1.78,1208.0,,False
RET-R-SCT-13x21-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,130mm x 210mm,,,Silver,1.55,1053.0,,False
RET-R-SCT-12x15-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,120mm x 150mm,,,Silver,1.11,753.0,,False
RET-R-SCT-12x12-SLV,Sachet Retort,Sachet,"Kemasan Sachet Retort kualitas premium dari kategori Sachet. Dibuat dengan pet 12 / alu 7 / nylon 15 / cpp retort 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / alu 7 / nylon 15 / cpp retort 80,,120mm x 120mm,,,Silver,1.105,751.0,,False
STP-B-ZIP-49x38-BLK,Standing Pouch 5kg,Standing Pouch,"Kemasan Standing Pouch 5kg kualitas premium dari kategori Standing Pouch. Dibuat dengan pet 12 / vmpet 12 / lldpe 140 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",pet 12 / vmpet 12 / lldpe 140,165 micron,2(490+90)mm x 380mm,5.0,kg,Black ,7.7,7000.0,,False
STP-A-ZIP-9x15-SLV,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 50  yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 50 ,75 Micron,9 cm x 15 cm ,,,Silver ,540.0,448.0,,False
STP-A-ZIP-9x15-GLD,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 50  yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 50 ,75 Micron,9 cm x 15 cm ,,,Gold ,585.0,486.0,,False
STP-A-ZIP-9x15-BLK,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 50  yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 50 ,75 Micron,9 cm x 15 cm ,,,Black ,585.0,486.0,,False
STP-A-ZIP-9x15-WHT,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 50  yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 50 ,75 Micron,9 cm x 15 cm ,,,White ,585.0,486.0,,False
STP-A-ZIP-18x29-SLV,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 80,106 Micron,18 cm x 29 cm ,,,Silver ,1.92,1600.0,,False
STP-A-ZIP-18x29-GLD,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 80,106 Micron,18 cm x 29 cm ,,,Gold ,1.995,1664.0,,False
STP-A-ZIP-18x29-BLK,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 80,106 Micron,18 cm x 29 cm ,,,Black ,1.995,1664.0,,False
STP-A-ZIP-18x29-WHT,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 80 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 80,106 Micron,18 cm x 29 cm ,,,White ,1.995,1664.0,,False
STP-A-ZIP-14x23-SLV,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 70,95 Micron,14 cm x 23 cm ,,,Silver ,935.0,778.0,,False
STP-A-ZIP-14x23-GLD,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 70,95 Micron,14 cm x 23 cm ,,,Gold ,985.0,822.0,,False
STP-A-ZIP-14x23-BLK,Standing Pouch Alumunium Zipper,Standing Pouch,"Kemasan Standing Pouch Alumunium Zipper kualitas premium dari kategori Standing Pouch. Dibuat dengan PET 12 / ALU 7 / LLDPE 70 yang menjamin keamanan produk Anda. Sangat ideal untuk menjaga kesegaran kopi, snack, atau produk UMKM lainnya. Tampilan profesional untuk meningkatkan nilai jual brand Anda.",PET 12 / ALU 7 / LLDPE 70,95 Micron,14 cm x 23 cm ,,,Black ,985.0,822.0,,False
